date,supplier,region,transport,delay,weather,demand,inventory,traffic,port_delay,order_value,fuel_cost,risk
2025-07-27,Supplier_37,0,0,3,2,0,98,2,0,4747,2.57,Medium
2025-06-15,Supplier_23,1,2,7,2,0,67,0,1,1435,3.8,Medium
2025-05-07,Supplier_60,3,3,6,1,1,52,0,1,1214,3.34,Medium
2026-03-22,Supplier_205,4,3,8,2,0,50,1,1,1003,3.98,Medium
2025-09-12,Supplier_84,1,2,1,3,2,45,2,1,2704,1.76,Medium
2025-10-13,Supplier_137,4,0,11,3,2,60,2,1,4593,5.12,High
2025-09-12,Supplier_497,0,2,6,0,2,45,0,0,2054,3.69,Low
2025-05-22,Supplier_364,0,3,8,0,0,42,2,0,1843,4.18,Medium
2025-06-01,Supplier_372,3,1,8,0,2,94,1,1,3394,4.41,Medium
2025-09-03,Supplier_94,1,1,10,3,1,35,2,1,2766,4.19,Medium
2026-01-24,Supplier_19,1,1,9,0,1,54,2,1,685,4.68,Low
2025-07-28,Supplier_115,0,2,12,1,2,71,1,0,1205,4.68,High
2026-04-14,Supplier_336,3,3,10,2,2,61,2,1,1881,4.61,High
2026-01-29,Supplier_192,3,0,8,3,2,80,2,1,2263,4.03,High
2025-11-17,Supplier_234,1,2,5,1,2,24,0,0,4360,2.77,Medium
2025-07-24,Supplier_40,4,0,6,0,1,38,2,0,1979,3.56,Low
2025-06-25,Supplier_480,3,2,9,3,1,82,2,0,4269,3.89,Medium
2025-10-05,Supplier_152,4,3,2,0,2,29,2,1,515,2.1,Low
2026-03-09,Supplier_148,3,0,3,3,2,88,1,1,1337,3.1,Medium
2025-06-15,Supplier_344,4,2,2,0,0,16,0,0,4120,2.18,Medium
2025-11-17,Supplier_458,4,0,5,3,2,91,2,1,3066,3.09,Medium
2026-01-26,Supplier_161,2,1,12,0,0,95,2,1,3108,4.71,High
2025-11-26,Supplier_429,1,0,11,2,1,69,0,1,787,4.82,High
2025-10-12,Supplier_445,0,2,12,0,1,68,1,0,4257,4.74,Medium
2025-08-12,Supplier_407,1,1,2,0,0,57,0,1,2671,2.69,Low
2025-11-04,Supplier_425,0,3,1,3,1,41,2,0,1006,1.86,Low
2025-12-10,Supplier_234,4,2,7,3,2,11,1,0,1866,3.96,High
2025-08-12,Supplier_353,2,1,5,3,0,15,1,0,2087,3.26,Medium
2025-12-31,Supplier_21,1,1,10,1,2,73,2,0,1214,4.51,High
2025-11-15,Supplier_108,0,0,11,2,0,79,0,1,1237,4.56,High
2025-05-24,Supplier_252,0,2,4,3,1,29,2,0,4348,2.54,High
2025-05-08,Supplier_155,0,3,12,1,1,45,0,0,1227,5.16,High
2025-05-16,Supplier_72,0,0,12,2,0,88,0,0,2025,5.05,High
2025-05-30,Supplier_320,3,1,6,0,0,22,2,1,2540,3.53,Medium
2025-06-09,Supplier_397,1,0,6,3,0,32,1,1,4573,3.69,Medium
2025-07-31,Supplier_363,0,0,11,2,1,34,2,1,4314,4.47,High
2025-10-02,Supplier_494,1,2,1,1,1,42,1,1,1603,2.41,Low
2025-11-15,Supplier_181,2,0,6,1,1,10,2,0,3109,3.43,Medium
2025-09-18,Supplier_228,2,3,6,2,0,5,0,1,3799,3.83,Low
2025-07-03,Supplier_32,3,3,5,2,2,40,2,0,519,3.18,Medium
2025-09-11,Supplier_91,0,2,11,0,0,92,2,0,4034,4.96,High
2025-11-08,Supplier_401,4,0,11,2,0,32,2,0,3370,4.6,High
2026-01-10,Supplier_13,4,3,9,2,1,31,1,0,2866,3.81,High
2025-08-04,Supplier_254,0,2,2,3,0,17,0,0,1618,2.12,Medium
2025-09-11,Supplier_226,3,0,6,1,0,6,2,0,4614,3.65,Low
2026-02-14,Supplier_254,3,0,12,0,0,45,0,1,2081,5.45,Medium
2026-03-18,Supplier_6,2,3,5,3,0,88,0,1,3125,3.25,Medium
2025-10-26,Supplier_37,0,2,3,1,1,54,1,0,1430,2.55,Low
2025-08-31,Supplier_379,4,0,9,2,2,23,0,1,3000,3.79,Medium
2025-10-24,Supplier_12,4,2,3,1,1,50,2,1,2097,2.96,Medium
2026-01-13,Supplier_430,1,3,7,1,2,42,1,1,2352,3.53,Low
2025-10-02,Supplier_467,0,2,6,2,2,63,1,1,1616,3.72,Low
2026-01-20,Supplier_29,2,3,1,0,2,37,0,0,3002,2.5,Low
2025-05-05,Supplier_151,1,1,11,2,0,55,1,1,948,5.12,High
2025-07-11,Supplier_74,3,0,12,2,2,9,2,1,2784,5.33,High
2025-04-24,Supplier_129,3,2,8,2,1,21,1,1,3693,4.28,Medium
2025-12-29,Supplier_181,1,0,6,1,0,68,0,0,785,3.35,Low
2025-08-26,Supplier_54,0,1,10,1,0,25,2,0,2858,4.24,High
2025-06-19,Supplier_255,1,1,3,3,1,98,2,0,746,2.88,Medium
2025-08-11,Supplier_139,4,2,3,2,0,89,2,0,1936,2.6,Low
2025-04-23,Supplier_306,1,2,3,3,0,9,2,0,3882,2.69,High
2026-03-15,Supplier_213,0,0,4,3,1,52,1,1,4347,3.0,Low
2026-01-25,Supplier_223,2,3,1,2,2,11,1,0,1737,2.38,Medium
2025-06-21,Supplier_427,1,1,2,3,0,98,1,1,1142,2.14,Low
2026-01-21,Supplier_308,1,1,2,2,2,46,1,0,3834,2.97,Medium
2025-11-25,Supplier_177,1,1,12,0,0,64,1,1,1083,5.12,Medium
2025-09-05,Supplier_114,4,2,1,1,2,58,2,0,3460,1.78,Low
2026-01-14,Supplier_490,3,0,1,3,2,74,2,0,4785,2.52,Low
2026-03-17,Supplier_259,4,2,9,2,1,69,1,0,3173,4.08,High
2025-07-30,Supplier_49,4,0,1,1,0,51,1,1,4891,2.42,Medium
2026-03-24,Supplier_341,2,1,6,3,0,11,2,1,3412,3.67,Medium
2026-01-21,Supplier_76,1,0,4,0,0,88,0,0,3962,2.73,Low
2026-04-02,Supplier_346,2,0,9,2,2,55,2,0,3300,4.4,High
2026-01-19,Supplier_481,0,3,12,2,1,51,2,1,3722,4.95,High
2025-08-01,Supplier_228,2,0,7,2,2,91,2,0,2525,3.78,High
2025-04-17,Supplier_407,1,1,4,0,2,93,1,1,2503,3.42,Low
2026-03-10,Supplier_406,0,3,6,3,1,13,0,1,2956,3.38,Medium
2025-10-21,Supplier_229,3,0,8,0,0,28,0,0,2880,4.18,Medium
2026-01-19,Supplier_489,0,0,12,3,2,8,1,1,821,5.28,Medium
2025-10-07,Supplier_420,0,1,8,3,2,36,0,0,3892,4.29,Medium
2025-06-21,Supplier_388,0,2,4,2,0,17,2,1,2169,2.84,Medium
2026-03-27,Supplier_480,0,0,7,0,1,15,2,1,3835,3.34,Medium
2025-09-11,Supplier_315,3,1,7,0,1,41,2,0,4335,3.89,Medium
2026-01-30,Supplier_178,4,3,12,2,1,53,1,1,2553,5.44,Medium
2025-04-20,Supplier_7,1,2,1,1,0,48,1,0,4562,2.04,Low
2025-12-09,Supplier_406,4,0,8,3,2,57,0,0,1707,3.75,Low
2025-10-15,Supplier_225,4,1,5,1,0,13,2,0,1293,3.43,Medium
2026-01-17,Supplier_366,2,3,8,2,1,59,2,1,539,4.18,High
2026-04-11,Supplier_225,2,2,12,1,0,76,2,0,1666,5.13,Medium
2025-07-31,Supplier_260,1,3,8,1,2,32,2,0,4933,4.12,Medium
2025-04-16,Supplier_364,3,3,5,2,0,59,2,0,1572,2.8,Medium
2025-09-28,Supplier_416,0,1,6,2,2,93,2,1,680,3.46,Medium
2025-09-21,Supplier_192,3,1,2,1,0,85,2,0,4223,2.8,Low
2025-08-15,Supplier_377,2,1,9,3,0,88,0,0,4291,4.43,High
2025-07-07,Supplier_65,2,3,6,0,1,17,2,0,1165,3.64,Medium
2025-11-04,Supplier_307,1,1,11,0,2,55,1,0,1768,4.56,Medium
2025-10-17,Supplier_405,1,1,10,2,2,27,2,0,552,4.13,High
2026-02-08,Supplier_82,3,2,8,2,1,87,1,0,4424,3.89,Medium
2025-07-02,Supplier_204,0,0,10,2,1,92,2,0,3549,4.12,High
2025-07-29,Supplier_477,3,0,3,0,2,60,1,1,4096,2.61,Low
2025-08-03,Supplier_107,2,0,10,3,0,81,1,0,3168,4.96,Medium
2026-02-26,Supplier_379,1,1,2,1,2,56,2,1,2226,2.36,Low
2025-08-28,Supplier_56,1,1,4,1,2,40,0,1,1569,2.6,Medium
2025-07-18,Supplier_260,4,2,5,1,2,92,0,0,1494,3.49,Low
2025-05-12,Supplier_425,4,0,5,2,2,50,2,0,2882,3.25,High
2025-11-03,Supplier_125,3,3,9,2,1,69,2,0,1837,4.12,High
2025-04-24,Supplier_174,2,2,11,0,2,30,0,0,1136,4.45,Medium
2025-08-26,Supplier_195,1,1,7,1,0,76,0,1,4760,3.64,Medium
2025-12-16,Supplier_388,0,3,11,1,2,84,0,1,4613,5.19,Medium
2026-02-01,Supplier_312,1,1,2,2,1,41,1,1,1530,2.43,Medium
2025-12-29,Supplier_373,3,3,11,0,1,65,2,1,4229,5.01,High
2025-09-25,Supplier_125,0,3,4,1,0,69,1,1,2114,2.9,Low
2025-06-29,Supplier_286,0,0,8,1,2,43,2,0,695,4.01,High
2025-11-20,Supplier_348,3,2,4,0,0,74,0,1,2632,2.58,Low
2025-06-25,Supplier_162,0,0,3,1,2,73,2,1,4799,2.25,Medium
2025-07-21,Supplier_426,4,3,7,2,2,54,2,0,1499,3.67,High
2025-05-18,Supplier_71,2,2,4,3,2,30,0,0,1200,3.49,Low
2025-08-05,Supplier_398,1,3,6,3,2,53,2,1,4103,3.23,High
2025-04-23,Supplier_245,3,2,9,0,0,88,1,0,3818,4.09,Low
2026-02-06,Supplier_205,3,3,11,0,0,21,1,1,1249,5.17,Medium
2026-02-12,Supplier_417,1,3,9,3,0,28,0,1,4153,4.02,High
2025-07-06,Supplier_430,2,3,2,3,1,13,1,0,562,2.25,Low
2025-08-26,Supplier_147,0,2,5,3,0,27,1,1,874,3.64,High
2025-08-06,Supplier_345,0,0,3,1,0,60,0,1,3156,2.44,Medium
2025-10-31,Supplier_430,1,2,11,1,1,34,1,0,4672,4.52,High
2025-12-19,Supplier_377,3,3,4,2,1,99,2,0,2695,3.02,Medium
2025-07-01,Supplier_434,3,2,4,1,0,10,1,1,1326,3.19,Medium
2025-11-11,Supplier_426,3,2,8,1,1,33,0,0,3836,3.96,Medium
2026-01-02,Supplier_28,4,2,2,1,0,71,2,1,624,2.41,Low
2025-09-01,Supplier_195,3,0,4,3,2,7,0,1,4536,3.02,Medium
2025-08-31,Supplier_350,1,3,5,3,1,58,1,0,4980,3.06,Medium
2025-12-28,Supplier_58,3,1,6,0,0,70,1,0,4202,3.28,Low
2025-11-25,Supplier_207,3,0,2,0,1,12,1,1,2634,2.77,Low
2026-03-14,Supplier_482,2,1,12,1,2,26,2,0,2791,4.9,High
2025-05-20,Supplier_253,4,2,11,3,0,45,2,1,1758,4.41,Medium
2026-03-28,Supplier_22,1,3,10,3,0,54,1,0,3346,4.94,High
2025-11-02,Supplier_265,3,1,1,1,2,7,1,0,2462,2.14,Low
2025-08-20,Supplier_490,4,3,1,2,2,9,0,0,1984,2.4,Medium
2025-07-24,Supplier_359,0,2,11,3,2,6,0,1,1963,5.2,High
2025-05-23,Supplier_139,2,1,2,0,0,74,1,1,3162,2.08,Low
2025-11-25,Supplier_489,4,1,8,1,1,7,1,1,2661,4.38,Low
2025-12-25,Supplier_178,4,1,3,2,0,48,0,1,2620,3.06,Low
2026-01-16,Supplier_46,1,2,8,2,1,75,0,1,2568,3.69,Low
2026-01-08,Supplier_403,4,3,9,3,0,59,0,1,2543,4.44,High
2025-04-22,Supplier_221,0,1,12,2,1,47,1,1,4163,4.89,Medium
2025-09-29,Supplier_193,3,0,12,1,2,15,2,1,2268,5.41,High
2025-08-23,Supplier_334,4,2,4,2,2,60,2,0,3241,2.63,Medium
2026-01-13,Supplier_306,0,2,12,2,2,100,2,1,1342,4.96,High
2026-03-15,Supplier_73,2,1,1,0,2,30,2,0,3866,2.25,Medium
2025-12-22,Supplier_283,4,3,3,2,0,22,2,1,3306,2.39,Low
2025-12-24,Supplier_196,1,1,5,1,2,18,2,0,674,3.24,Low
2025-07-21,Supplier_417,4,3,4,2,1,47,0,0,2489,2.9,Low
2026-03-03,Supplier_150,3,1,2,2,0,77,1,0,1560,2.25,Low
2025-08-08,Supplier_434,1,0,7,2,1,13,1,0,1573,4.08,Medium
2026-03-27,Supplier_178,4,3,10,1,0,12,0,1,1357,4.62,Medium
2026-04-04,Supplier_35,1,1,3,1,0,52,0,1,4001,2.9,Medium
2026-02-25,Supplier_479,3,3,8,0,1,71,1,0,1749,4.23,Low
2026-03-15,Supplier_214,0,1,8,3,1,73,0,1,2134,4.44,Medium
2025-06-02,Supplier_23,2,3,8,0,2,49,0,1,3421,4.02,Medium
2025-09-24,Supplier_244,3,3,11,1,2,91,0,0,1475,5.23,Medium
2025-10-18,Supplier_81,1,0,7,3,0,52,1,0,3389,3.31,Medium
2025-10-27,Supplier_416,4,1,1,0,2,75,0,0,4117,2.07,Medium
2025-08-15,Supplier_376,2,2,10,1,1,45,0,0,553,4.08,Low
2025-09-28,Supplier_139,4,0,5,1,0,98,2,1,563,3.04,Low
2025-11-29,Supplier_137,2,3,8,0,2,61,1,0,2107,4.12,Medium
2025-11-26,Supplier_372,0,2,6,3,0,55,0,0,968,3.15,Low
2025-09-15,Supplier_10,1,3,1,2,0,55,2,0,1564,2.13,Medium
2025-08-25,Supplier_79,3,0,3,3,2,87,0,0,1184,2.74,Medium
2025-04-16,Supplier_71,0,3,1,2,2,77,2,1,3188,2.42,Medium
2025-05-20,Supplier_40,1,0,4,1,1,98,1,1,4339,2.61,Low
2026-04-01,Supplier_440,2,0,6,0,1,35,0,0,2192,3.47,Medium
2025-08-28,Supplier_460,3,2,2,1,1,31,2,0,703,2.57,Medium
2026-03-05,Supplier_178,2,3,7,0,2,19,2,0,2500,3.97,Medium
2026-03-30,Supplier_63,1,0,11,3,2,80,1,0,4779,4.92,High
2025-11-30,Supplier_222,4,1,5,2,2,66,0,0,902,3.63,Medium
2025-12-01,Supplier_445,4,1,9,3,0,54,2,0,549,4.37,High
2025-09-22,Supplier_70,3,0,5,2,0,43,0,0,1580,3.04,Medium
2025-04-25,Supplier_443,0,1,10,2,2,28,2,1,1261,4.55,Medium
2025-05-26,Supplier_365,3,2,5,0,1,23,0,0,1385,3.36,Low
2025-10-11,Supplier_326,2,2,9,3,2,56,0,1,2434,4.13,High
2025-10-08,Supplier_373,1,1,10,1,0,38,0,1,2131,4.04,Medium
2025-10-07,Supplier_229,3,3,3,1,0,91,0,0,1586,2.81,Medium
2026-03-17,Supplier_61,4,2,1,3,0,59,2,0,2293,1.96,Medium
2026-03-17,Supplier_310,4,1,1,0,1,89,1,0,2936,1.97,Medium
2025-05-15,Supplier_499,2,2,10,1,2,27,0,1,3853,4.01,Medium
2025-07-27,Supplier_142,1,0,1,0,0,11,2,0,3802,2.74,Medium
2025-11-09,Supplier_180,3,1,2,2,1,73,2,0,4029,2.73,Medium
2025-06-10,Supplier_164,3,2,9,3,1,95,1,0,2371,4.05,Medium
2026-04-05,Supplier_408,4,2,7,3,0,74,2,1,2040,3.72,High
2025-12-20,Supplier_299,0,1,9,2,0,96,2,0,3380,4.38,High
2025-08-17,Supplier_9,3,2,3,3,2,41,0,1,993,2.98,Medium
2026-03-18,Supplier_51,0,0,6,0,1,89,2,1,2373,3.43,Low
2025-11-29,Supplier_454,1,0,2,1,0,68,0,0,2824,2.34,Low
2025-05-14,Supplier_270,0,1,5,1,0,6,0,1,2198,3.42,Medium
2026-03-24,Supplier_262,4,1,10,1,0,62,2,1,4805,4.17,Medium
2026-01-23,Supplier_369,2,0,12,0,1,97,0,0,1765,5.14,Medium
2025-10-11,Supplier_124,4,3,7,0,1,41,2,1,2109,3.76,Low
2025-10-20,Supplier_82,0,1,8,0,1,44,0,0,613,4.46,Medium
2025-12-10,Supplier_425,3,2,4,2,2,40,1,0,1917,2.81,Medium
2025-06-06,Supplier_249,1,1,9,0,2,56,0,1,2213,3.82,Medium
2025-06-27,Supplier_221,1,3,11,3,1,74,2,0,836,5.07,High
2025-05-13,Supplier_140,4,3,4,1,1,96,1,0,4420,3.49,Low
2026-01-13,Supplier_76,4,0,2,3,2,34,2,0,719,2.79,Medium
2025-04-20,Supplier_425,0,1,10,2,2,70,1,0,4518,4.08,High
2025-11-21,Supplier_62,3,3,4,2,2,7,0,1,3765,2.61,Low
2025-05-30,Supplier_211,4,3,9,1,2,46,0,1,3409,4.36,Medium
2025-05-02,Supplier_226,2,3,7,2,0,57,2,1,3266,3.53,High
2025-07-30,Supplier_111,3,0,3,1,0,75,1,0,2906,2.82,Medium
2025-06-25,Supplier_105,0,2,2,3,0,73,1,1,4579,2.06,Low
2026-02-25,Supplier_363,1,0,2,3,0,72,1,1,4488,2.46,Low
2025-04-17,Supplier_125,1,0,2,0,1,72,2,1,1453,2.56,Low
2026-01-13,Supplier_213,2,0,1,2,1,13,1,0,2199,2.23,Low
2026-03-12,Supplier_387,3,3,12,2,0,95,0,0,3383,5.48,High
2025-05-16,Supplier_342,1,2,1,3,1,75,2,1,584,1.91,Medium
2025-07-13,Supplier_312,3,3,6,2,2,19,1,1,3047,3.11,Low
2025-05-16,Supplier_389,0,3,3,2,2,81,1,1,4202,2.92,Low
2025-09-12,Supplier_222,4,3,11,3,1,43,1,0,1663,4.94,High
2025-08-18,Supplier_272,3,1,5,1,2,70,2,0,3526,2.87,Medium
2025-12-25,Supplier_149,1,1,11,3,1,75,1,0,1274,5.14,Medium
2025-09-20,Supplier_149,1,1,10,2,2,85,1,1,2688,4.57,High
2025-11-04,Supplier_384,0,3,10,1,0,93,1,1,2404,4.13,Medium
2025-09-09,Supplier_363,2,0,4,3,2,91,1,0,2759,2.77,Medium
2026-01-12,Supplier_124,3,3,2,3,0,30,0,1,501,2.57,Low
2025-07-06,Supplier_342,2,3,10,0,1,34,0,0,586,4.66,Low
2025-08-26,Supplier_198,1,3,12,1,0,32,2,1,1776,5.07,Medium
2025-06-03,Supplier_384,4,3,11,0,0,18,2,0,3403,4.3,High
2025-11-27,Supplier_186,2,1,2,3,1,85,2,1,2642,2.44,Low
2025-06-02,Supplier_326,4,0,5,3,0,92,0,0,575,3.32,Medium
2025-12-27,Supplier_378,3,2,4,2,2,94,0,0,4873,2.74,Medium
2025-11-17,Supplier_210,0,1,2,1,2,52,0,0,2392,2.4,Low
2026-01-03,Supplier_163,3,0,1,0,1,20,1,0,1204,2.37,Low
2026-01-05,Supplier_475,2,1,5,0,2,87,1,1,4817,2.94,Low
2025-12-22,Supplier_408,2,0,5,0,1,93,2,0,1919,3.0,Medium
2025-10-08,Supplier_122,4,3,8,1,1,12,0,1,3280,4.38,Low
2026-04-02,Supplier_348,3,2,12,0,2,43,0,0,1359,5.17,Medium
2025-05-12,Supplier_246,4,1,11,0,2,32,0,1,4185,5.23,Low
2026-04-01,Supplier_266,2,1,8,0,2,61,2,1,4094,3.85,Medium
2025-09-23,Supplier_197,0,2,8,1,0,66,1,0,4043,3.84,Low
2026-02-27,Supplier_473,3,2,10,2,0,6,2,1,1251,4.88,High
2025-10-03,Supplier_87,2,3,3,0,2,67,0,0,3361,2.36,Medium
2025-07-01,Supplier_196,4,3,12,3,1,75,2,1,1899,4.55,High
2025-05-10,Supplier_369,1,1,2,2,2,94,1,1,2757,2.87,Low
2025-09-11,Supplier_337,0,1,2,1,2,45,1,1,4786,2.89,Low
2026-01-17,Supplier_90,3,3,12,1,1,22,1,1,3625,5.47,High
2025-05-09,Supplier_417,1,1,5,1,1,61,1,0,3536,3.18,Low
2025-07-14,Supplier_259,2,2,5,3,2,58,1,1,1352,3.43,Medium
2025-09-08,Supplier_249,0,3,1,1,0,69,2,1,3495,2.34,Low
2025-05-31,Supplier_176,2,2,1,0,2,82,0,1,2378,2.61,Low
2026-03-31,Supplier_174,2,1,3,1,1,12,2,0,942,2.91,Medium
2026-04-09,Supplier_116,0,3,2,3,0,83,2,0,1853,2.73,Medium
2026-02-13,Supplier_148,4,3,4,3,2,86,0,1,3967,2.73,Low
2025-11-29,Supplier_429,3,2,3,0,0,60,2,1,1635,2.34,Low
2025-07-05,Supplier_495,0,1,1,0,2,17,2,1,2987,2.29,Low
2026-01-12,Supplier_410,1,0,5,3,2,71,0,0,3111,3.63,Medium
2025-12-12,Supplier_484,0,3,1,1,1,80,2,0,4433,2.28,Medium
2025-10-12,Supplier_477,2,0,11,3,2,52,0,1,942,5.24,High
2025-07-26,Supplier_201,2,3,2,1,1,65,0,0,4122,2.13,Medium
2025-04-20,Supplier_15,0,3,8,0,2,50,0,1,4329,3.9,Low
2026-01-11,Supplier_146,2,0,3,0,2,47,2,0,2980,2.74,Medium
2025-07-30,Supplier_22,2,0,11,3,2,67,1,0,1720,4.79,Medium
2025-11-11,Supplier_446,2,0,2,1,0,66,1,1,4731,2.17,Medium
2026-04-07,Supplier_282,3,1,3,2,0,91,2,0,3466,2.39,Medium
2025-07-20,Supplier_214,3,0,5,0,0,6,0,0,1969,2.79,Low
2025-07-21,Supplier_55,3,3,11,1,2,91,0,0,2660,4.47,Medium
2026-04-04,Supplier_87,0,2,6,1,0,69,2,0,2865,3.12,Medium
2025-04-26,Supplier_382,2,2,11,2,2,78,2,0,649,4.88,Medium
2025-09-06,Supplier_353,2,1,8,1,0,18,2,0,4376,4.47,Medium
2025-08-19,Supplier_454,3,0,3,3,1,76,1,0,1021,2.74,Medium
2026-04-02,Supplier_331,2,3,2,3,0,46,0,0,2260,2.76,Medium
2025-10-09,Supplier_421,0,0,1,0,2,61,2,1,2982,2.48,Low
2025-10-24,Supplier_259,0,2,9,3,2,70,2,1,849,4.24,Medium
2026-02-09,Supplier_138,2,2,6,1,0,31,0,1,1261,3.98,Medium
2025-10-23,Supplier_420,2,3,6,2,0,58,2,0,1455,3.35,Low
2025-09-29,Supplier_382,3,0,6,0,1,37,0,0,1135,3.31,Low
2025-08-27,Supplier_43,0,2,8,0,2,81,0,0,1570,3.71,Low
2025-10-07,Supplier_340,3,1,12,0,0,14,2,1,4161,5.02,Medium
2026-02-24,Supplier_120,3,3,8,1,0,74,0,0,4061,4.3,Low
2026-02-02,Supplier_83,0,1,4,3,0,63,2,1,2257,3.41,Medium
2026-01-18,Supplier_125,2,3,6,3,0,91,2,0,746,3.4,High
2025-07-28,Supplier_62,2,1,1,0,1,25,0,1,615,2.26,Low
2025-07-04,Supplier_377,2,2,6,2,2,59,2,0,2644,3.75,Low
2025-11-11,Supplier_61,0,2,3,0,1,32,0,0,2592,3.02,Medium
2025-11-15,Supplier_332,3,3,11,2,0,83,2,1,3492,4.5,High
2025-09-17,Supplier_99,4,0,6,2,0,90,1,0,1293,3.78,Medium
2025-10-29,Supplier_63,1,3,5,2,2,48,0,1,3052,2.88,Medium
2025-05-18,Supplier_450,3,1,10,1,2,19,0,0,2557,4.69,Medium
2025-12-29,Supplier_412,3,0,1,3,2,16,0,0,557,1.81,Medium
2025-05-31,Supplier_138,2,2,3,3,1,59,2,1,2670,3.03,Medium
2025-10-14,Supplier_359,0,0,4,0,2,40,0,0,2493,3.21,Medium
2025-05-02,Supplier_4,1,3,1,0,2,61,0,0,4935,2.29,Low
2025-09-13,Supplier_263,4,0,6,0,0,37,2,1,2601,3.54,Medium
2025-12-02,Supplier_348,1,0,10,2,0,53,1,1,2218,4.5,Medium
2026-01-19,Supplier_275,3,0,4,1,1,26,1,0,3940,2.52,Medium
2025-08-10,Supplier_12,4,2,7,1,2,38,1,1,2109,3.45,Medium
2025-11-05,Supplier_312,2,2,3,0,0,38,2,0,2059,2.33,Medium
2025-12-16,Supplier_377,4,1,4,0,0,22,1,0,2450,2.57,Low
2026-01-04,Supplier_323,1,0,6,3,1,43,1,0,2761,3.67,High
2025-12-05,Supplier_297,0,0,1,3,1,28,1,1,3829,2.59,Medium
2026-04-07,Supplier_305,0,0,4,0,1,79,1,1,1448,2.85,Low
2026-01-06,Supplier_23,2,2,7,0,1,44,1,1,3948,4.2,Medium
2025-12-31,Supplier_392,0,3,9,1,1,50,0,1,2651,4.12,Low
2026-03-11,Supplier_336,2,1,10,1,1,33,0,1,3537,4.57,Low
2025-10-04,Supplier_158,2,1,6,3,2,97,2,1,2954,3.61,High
2025-11-16,Supplier_84,1,3,1,0,2,46,0,1,2378,2.02,Low
2025-07-29,Supplier_284,2,2,3,3,2,51,2,1,4580,2.41,Medium
2026-02-23,Supplier_158,3,3,1,3,1,25,1,0,3980,1.8,Low
2025-04-23,Supplier_257,1,0,11,1,1,21,2,0,1366,4.39,Medium
2026-03-06,Supplier_89,2,0,10,3,1,56,2,0,4037,4.53,High
2026-02-25,Supplier_176,3,3,10,0,2,57,1,0,2169,4.06,Medium
2026-01-18,Supplier_23,1,1,4,3,1,55,1,0,538,2.84,Medium
