date,supplier,region,transport,delay,weather,demand,inventory,traffic,port_delay,order_value,fuel_cost,risk
2025-02-28,Toyota Tsusho,1,0,7,2,1,360,1,1,99842,2.77,Medium
2025-03-01,Siemens,1,1,13,2,2,883,2,1,48397,2.62,High
2025-03-02,PepsiCo,3,2,0,0,2,532,0,0,222919,2.16,Low
2025-03-03,DHL Supply Chain,3,2,3,0,2,718,0,1,164947,4.11,Low
2025-03-04,Hitachi Transport,2,0,10,1,2,930,1,1,157760,2.13,Medium
2025-03-05,Infosys,0,1,0,0,0,738,0,0,196493,2.69,Low
2025-03-06,Toyota Tsusho,1,3,11,2,2,404,2,1,183646,3.63,High
2025-03-07,Intel,2,2,5,2,1,695,1,0,43515,5.05,Medium
2025-03-08,Wipro,3,1,8,1,1,355,1,0,202823,4.92,Medium
2025-03-09,Toyota Tsusho,0,3,9,1,0,954,1,0,25919,4.26,Medium
2025-03-10,Samsung SDS,0,0,3,0,1,363,0,0,152277,4.48,Low
2025-03-11,Blue Dart,1,3,8,2,1,519,1,1,233556,2.0,Medium
2025-03-12,Dell,3,2,18,3,2,103,2,1,173503,3.76,High
2025-03-13,Wipro,2,0,15,3,1,175,2,1,113940,3.14,High
2025-03-14,DB Schenker,2,2,8,1,1,26,1,1,183692,4.41,Medium
2025-03-15,Blue Dart,0,0,2,0,1,13,0,1,89302,2.59,Low
2025-03-16,Hyundai Mobis,2,1,12,2,2,110,2,1,61916,2.54,High
2025-03-17,Blue Dart,2,0,1,0,0,119,0,1,52587,5.5,Low
2025-03-18,Nippon Express,1,2,19,3,2,299,2,1,79074,5.04,High
2025-03-19,DB Schenker,1,2,13,3,1,208,2,1,157346,2.03,High
2025-03-20,Nippon Express,2,0,14,3,1,85,2,1,105680,4.47,High
2025-03-21,C.H. Robinson,2,2,17,3,0,246,2,1,98041,3.13,High
2025-03-22,Samsung SDS,2,0,0,0,1,13,0,1,237278,3.87,Low
2025-03-23,Dell,4,0,12,3,1,99,2,1,68372,3.92,High
2025-03-24,Dell,4,0,11,3,0,118,2,1,220200,3.43,High
2025-03-25,Coca-Cola,4,3,16,3,2,219,2,1,156958,4.35,High
2025-03-26,C.H. Robinson,3,0,14,3,2,270,2,1,171415,2.79,High
2025-03-27,Hitachi Transport,1,2,13,3,0,234,2,1,168124,4.49,High
2025-03-28,Hyundai Mobis,3,3,19,2,1,52,2,1,153769,2.13,High
2025-03-29,Intel,0,0,12,3,2,168,2,1,170773,2.88,High
2025-03-30,Samsung SDS,2,2,15,3,2,271,2,1,232285,2.57,High
2025-03-31,Bosch,1,2,12,3,1,248,2,1,180913,3.59,High
2025-04-01,LG Electronics,0,2,17,3,1,47,2,1,109165,2.82,High
2025-04-02,Sinotrans,3,3,13,2,0,253,2,1,130165,5.41,High
2025-04-03,Bosch,1,1,13,2,0,272,2,1,135810,3.49,High
2025-04-04,Tata Steel,2,2,12,2,1,74,2,1,75589,3.4,High
2025-04-05,Hyundai Mobis,3,3,8,2,0,166,1,1,96862,3.47,Medium
2025-04-06,Siemens,3,3,19,2,0,112,2,1,121079,2.12,High
2025-04-07,Toyota Tsusho,3,0,8,2,2,143,1,1,65895,4.95,Medium
2025-04-08,Blue Dart,2,2,16,3,1,31,2,1,153915,2.59,High
2025-04-09,Sinotrans,4,2,11,2,0,63,2,1,140977,2.85,High
2025-04-10,CJ Logistics,2,3,13,3,2,120,2,1,108659,4.73,High
